,Links,Title,Meta-data(DESC),Internal,External,unigram,bi-gram,web-page size
32,https://www.udacity.com/course/intro-to-cybersecurity-nanodegree--nd545,Introduction to Cybersecurity Online Course,Our new Introduction to Cybersecurity online course will teach you the fundamental skills needed to enter this field. Learn online with Udacity.,yes,no,"['Â', 'I', 'program', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'Product', 'projects', 'learn', 'AI', 'Cloud', 'Engineer', 'industry']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Udacity', 'I'), ('helped', 'get'), ('I', 'got'), ('Android', 'Developer'), ('data', 'structures'), ('data', 'science'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('I', 'learned'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â')]",N/A
33,https://www.udacity.com/course/data-scientist-nanodegree--nd025,Learn to Become a Data Scientist Online,"Gain real-world data science experience with projects from industry experts. Take the first step to becoming a data scientist. Learn online, with Udacity.",yes,no,"['Â', 'I', 'program', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'Product', 'projects', 'learn', 'AI', 'Engineer', 'industry', 'Machine']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Udacity', 'I'), ('helped', 'get'), ('I', 'got'), ('Android', 'Developer'), ('data', 'structures'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('I', 'learned'), ('helped', 'learn'), ('I', 'needed'), ('data', 'science'), ('Nanodegree', 'program'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit')]",N/A
34,https://www.udacity.com/course/react-nanodegree--nd019,Become a React Developer,"React is completely transforming Front-End Development. Learn to master React, the powerful UI library from Facebook. Learn online, with Udacity.",yes,no,"['Â', 'program', 'I', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'Product', 'learn', 'AI', 'industry', 'Engineer', 'Machine']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Udacity', 'I'), ('helped', 'get'), ('I', 'got'), ('Android', 'Developer'), ('data', 'structures'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('I', 'learned'), ('Nanodegree', 'program'), ('helped', 'learn'), ('I', 'needed'), ('data', 'science'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit')]",N/A
35,https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,Intermediate Javascript Programming Course,"In this online course, you'll learn more complex JavaScript development tools like React, Angular, Electron, and Vue. Learn online, with Udacity.",yes,no,"['Â', 'program', 'I', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'Product', 'learn', 'AI', 'industry', 'Engineer', 'Cloud']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Udacity', 'I'), ('helped', 'get'), ('I', 'got'), ('Android', 'Developer'), ('data', 'structures'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('I', 'learned'), ('helped', 'learn'), ('I', 'needed'), ('data', 'science'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â')]",N/A
36,https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118,Learn R For Data Science,"Prepare for a data science career by learning the fundamental data programming tools: R, SQL, command line, and git. Learn online with Udacity.",yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'Product', 'learn', 'AI', 'industry', 'Engineer', 'project']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Udacity', 'I'), ('helped', 'get'), ('I', 'got'), ('Android', 'Developer'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Data', 'Science'), ('I', 'learned'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development')]",N/A
37,https://www.udacity.com/course/java-developer-nanodegree--nd035,Become a Java Web Developer,"Learn enterprise scale back-end development with Java, and be prepared for the software engineering jobs that are in demand now. Learn online, with Udacity.",yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'industry', 'AI', 'Web', 'Engineer']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Udacity', 'I'), ('helped', 'get'), ('I', 'got'), ('Android', 'Developer'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('I', 'learned'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program')]",N/A
38,https://medium.com/udacity,Udacity Inc – Medium,"Learning for the Jobs of Today, Tomorrow, and Beyond.",no,yes,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'AI', 'industry', 'Web', 'Engineer']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('helped', 'get'), ('Android', 'Developer'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",N/A
39,https://www.facebook.com/Udacity,Udacity - முகப்பு | Facebook,"Udacity, Mountain View, California. 7,15,198 விருப்பங்கள் · 555 பேர் இது பற்றி பேசுகின்றனர். Udacity’s mission is to train the world's workforce in the...",no,yes,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'AI', 'industry', 'Engineer', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('helped', 'get'), ('Android', 'Developer'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",658.798828125
40,https://www.udacity.com/intersect,Intersect 2018 Conference | Udacity," Join Silicon Valley leaders and innovators for an electrifying day of connection, collaboration, and insight.",yes,no,"['Â', 'program', 'I', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'Product', 'learn', 'Engineer', 'AI', 'Web', 'industry']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",N/A
41,https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230,Intro to Machine Learning with TensorFlow,Learn foundational machine learning techniques - from data manipulation to unsupervised and supervised algorithms. Learn online with Udacity.,yes,no,"['Â', 'program', 'I', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'Machine', 'Engineer', 'AI', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('Machine', 'Learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510')]",N/A
42,https://www.udacity.com/know/ai,403 Forbidden,N/A,yes,no,"['Â', 'program', 'I', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'Machine', 'Engineer', 'AI', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('Machine', 'Learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510')]",N/A
43,https://twitter.com/udacity,N/A,N/A,no,yes,"['Â', 'program', 'I', 'Udacity', 'Nanodegree', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'Machine', 'Engineer', 'AI', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('Machine', 'Learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('Cloud', 'Architect'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510')]",42.041015625
44,https://www.udacity.com/course/hybrid-cloud-engineer-nanodegree--nd321,Become a Hybrid Cloud Engineer,"Learn how to design and deploy hybrid cloud infrastructure and applications with Nutanix. Learn online, with Udacity.",yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Product', 'Cloud', 'Engineer', 'Machine', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",N/A
45,https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991,Become an AWS Cloud DevOps Engineer,"Learn cloud devops with latest tools and technology such as AWS services, Ansible, Jenkins, Kubernetes, Serverless frameworks, and Microservices.",yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'learn', 'Cloud', 'Engineer', 'Product', 'Machine', 'industry']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",N/A
46,https://www.udacity.com/tech-requirements,Technology Course Requirements | Udacity,Learn which browsers,yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'data', 'Learning', 'learning', 'career', 'skills', 'Science', 'projects', 'Product', 'Cloud', 'Engineer', 'learn', 'Machine', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",N/A
47,https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333,Become a Machine Learning Engineer for Microsoft Azure,"Build practical experience by training, validating, and evaluating machine learning models on the Azure platform. Enroll now and learn how to be a machine learning engineer. Learn online, with Udacity.",yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'Learning', 'learning', 'data', 'career', 'skills', 'Science', 'projects', 'Engineer', 'Cloud', 'Product', 'Machine', 'learn', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('Machine', 'Learning'), ('machine', 'learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land')]",N/A
48,https://www.udacity.com/contact,Contact Udacity | Udacity,Review the answers to general questions about courses,yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'Learning', 'learning', 'data', 'career', 'skills', 'Science', 'Product', 'projects', 'Engineer', 'Cloud', 'Machine', 'learn', 'Web']","[('Udacity', 'helped'), ('Â', 'Â'), ('new', 'job'), ('machine', 'learning'), ('helped', 'get'), ('Distribution', 'OpenVINOâ'), ('IntelÂ', 'Distribution'), ('Mountain', 'View'), ('helped', 'learn'), ('I', 'needed'), ('skills', 'I'), ('Android', 'developer'), ('OpenVINOâ', 'Toolkit'), ('MoreÂ', 'Â'), ('Android', 'development'), ('Executive', 'Program'), ('months', '510'), ('helped', 'land'), ('Neural', 'Networks')]",N/A
49,https://www.udacity.com/courses/all,Explore our Programs and Courses | Udacity Catalog,"Get the latest tech skills to advance your career. Browse Nanodegree programs in AI, automated systems & robotics, data science, programming and business.",yes,no,"['Â', 'program', 'I', 'Nanodegree', 'Udacity', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Cloud', 'Product', 'Programming', 'Machine', 'learn', 'Engineer', 'projects']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('Machine', 'Learning'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('machine', 'learning'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('CoveredAndroid', 'Development')]",N/A
50,https://www.udacity.com/enterprise/resources,Enterprise Resource Center | Udacity,Udacity's enterprise resource center offers important insights and thought leadership to help launch the digital transformation needed to reskill your workforce.,yes,no,"['Â', 'program', 'Udacity', 'I', 'Nanodegree', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Programming', 'AI', 'Machine', 'Engineer', 'learn']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('machine', 'learning'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity')]",N/A
51,https://www.udacity.com/newsroom,403 Forbidden,N/A,yes,no,"['Â', 'program', 'Udacity', 'I', 'Nanodegree', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Programming', 'AI', 'Machine', 'Engineer', 'learn']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('machine', 'learning'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity')]",N/A
52,https://www.udacity.com/course/flying-car-nanodegree--nd787,Flying Car and Autonomous Flight Engineer Nanodegree,"Master job-ready autonomous flight software engineering skills as you tackle advanced challenges, write real code for real aircraft, and develop a systems understanding of the Flying Car full-stack.",yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Engineer', 'Programming', 'Machine', 'AI', 'learn']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('Nanodegree', 'program'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity')]",N/A
53,https://www.udacity.com/course/marketing-analytics-nanodegree--nd028,Marketing Analytics Online Course,"Collect and analyze data, model marketing scenarios, and communicate your findings with Excel, Tableau, GA, and GDS. Learn online with Udacity.",yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Engineer', 'Programming', 'Machine', 'AI', 'learn']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity'), ('Executive', 'Chairman')]",N/A
54,https://www.udacity.com/course/cloud-developer-nanodegree--nd9990,Become an AWS Cloud Developer,"Enroll now to build and deploy production-ready full stack apps at scale on AWS, an essential skill for your web development career. Learn online with Udacity.",yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Engineer', 'Machine', 'Programming', 'AI', 'learn']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity'), ('Executive', 'Chairman')]",N/A
55,https://www.udacity.com/enterprise,Udacity Enterprise Employee Training Courses,Udacity for Enterprise is designed to quickly upskill your workforce with the knowledge and skills needed to succeed in the new digital revolution.,yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Engineer', 'Machine', 'Programming', 'AI', 'Web']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity'), ('Executive', 'Chairman')]",N/A
56,https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803,Android Basics,No programming experience? No Problem! Start developing Android apps today.,yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'career', 'skills', 'Science', 'Product', 'Cloud', 'Engineer', 'Machine', 'AI', 'learn', 'Programming']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('DetailsintermediateThis', 'course'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro'), ('helped', 'get'), ('Chairman', 'Udacity'), ('Executive', 'Chairman')]",N/A
57,https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,Become a Growth Product Manager,"This online program will prepare you to take on a growth product management role. Boost the number of users, engagement, and revenue. Learn online, with Udacity.",yes,no,"['Â', 'program', 'Nanodegree', 'Udacity', 'I', 'Data', 'Learning', 'data', 'learning', 'career', 'Product', 'skills', 'Science', 'Cloud', 'learn', 'Engineer', 'AI', 'Machine', 'Web']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('Udacity', 'helped'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Growth', 'Product'), ('Product', 'Manager'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('Nanodegree', 'program'), ('Product', 'Managers'), ('DetailsintermediateThis', 'course'), ('Manager', 'Nanodegree'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming')]",N/A
58,https://www.udacity.com/career-services,Udacity | Udacity,N/A,yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'Product', 'career', 'skills', 'Science', 'Cloud', 'Engineer', 'learn', 'Machine', 'Web', 'AI']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Growth', 'Product'), ('Product', 'Manager'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('Product', 'Managers'), ('DetailsintermediateThis', 'course'), ('Manager', 'Nanodegree'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro')]",N/A
59,https://auth.udacity.com/sign-up?next=https://classroom.udacity.com,Udacity,N/A,no,yes,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'Product', 'career', 'skills', 'Science', 'Cloud', 'Engineer', 'learn', 'Machine', 'Web', 'AI']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Growth', 'Product'), ('Product', 'Manager'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('Product', 'Managers'), ('DetailsintermediateThis', 'course'), ('Manager', 'Nanodegree'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Sebastian', 'Thrun'), ('Programming', 'DevelopmentIntro')]",N/A
60,https://www.udacity.com/talks,Udacity Talks Recent Episodes,Engage directly with Udacity Talks speakers who have specializations in a broad range of technology fields.,yes,no,"['Â', 'program', 'Udacity', 'Nanodegree', 'I', 'Data', 'Learning', 'data', 'learning', 'Product', 'career', 'skills', 'Science', 'Cloud', 'Engineer', 'learn', 'Web', 'Machine', 'AI']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Growth', 'Product'), ('Product', 'Manager'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('Product', 'Managers'), ('DetailsintermediateThis', 'course'), ('Manager', 'Nanodegree'), ('ProgramFreeSchool', 'Artificial'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming'), ('Programming', 'DevelopmentIntro'), ('helped', 'get')]",N/A
61,https://www.udacity.com/school-of-programming,Programming & Web Development Online Courses,"Whether you're new to coding, adding more skills, or advancing your career, 10 hours a week will prepare you for your ideal job. Learn online, with Udacity.",yes,no,"['Â', 'program', 'Nanodegree', 'Udacity', 'I', 'Data', 'Learning', 'data', 'learning', 'Product', 'career', 'skills', 'Science', 'Web', 'Cloud', 'Programming', 'Engineer', 'Machine', 'learn']","[('MoreFree', 'ProgramFreeSchool'), ('ProgramFreeSchool', 'Programming'), ('MoreNew', 'ProgramNewSchool'), ('Â', 'Â'), ('Collaboration', 'WithGoogleProgram'), ('Growth', 'Product'), ('Product', 'Manager'), ('Institute', 'TechnologyProgram'), ('WithGeorgia', 'Institute'), ('Collaboration', 'WithGeorgia'), ('new', 'job'), ('Product', 'Managers'), ('DetailsintermediateThis', 'course'), ('Manager', 'Nanodegree'), ('Nanodegree', 'Program'), ('ProgramFreeSchool', 'Artificial'), ('Developer', 'Nanodegree'), ('ProgramNewSchool', 'Artificial'), ('ProgramNewSchool', 'Programming')]",N/A
